Hip desired,Hip actual,Knee desired,Knee actual,Ankle desired,Ankle actual,M_term Hip,M_term Knee,M_term Ankle
0.420726,-0.546097,-5.08729,-3.37476,0.475767,-0.207087,7.73916,4.97234,0.602085
0.377948,-0.546097,-5.12247,-3.37476,0.467526,-0.207087,7.77081,4.98546,0.603154
0.326784,-0.546097,-5.1319,-3.37476,0.463563,-0.207087,7.80135,4.99814,0.604174
0.272836,-0.546097,-5.12444,-3.37476,0.438659,-0.207087,7.83104,5.01039,0.605157
0.220388,-0.546097,-5.10543,-3.37476,0.423802,-0.207087,7.85974,5.02218,0.606083
0.177299,-0.546097,-5.07521,-3.37476,0.409192,-0.207087,7.88738,5.03354,0.606972
0.1457,-0.546097,-5.03768,-3.37476,0.40633,-0.207087,7.91383,5.04441,0.607803
0.127966,-0.546097,-4.99856,-3.37476,0.397916,-0.207087,7.93956,5.05485,0.608597
0.120158,-0.546097,-4.95722,-3.37476,0.406242,-0.207087,7.96412,5.06481,0.609339
0.261017,-0.546097,-5.00787,-3.68155,0.403096,-0.207087,7.99301,5.07458,0.610086
0.310102,-0.546097,-4.95962,-3.68155,0.257444,-0.207087,8.01594,5.08361,0.610727
0.333978,-0.546097,-4.90662,-3.68155,0.268341,-0.207087,8.03803,5.09223,0.611344
0.365078,-0.546097,-4.85262,-3.68155,0.272583,-0.207087,8.05854,5.10028,0.611877
0.403597,-0.546097,-4.82441,-3.68155,0.289435,-0.207087,8.07913,5.10789,0.612365
0.450877,-0.546097,-4.81157,-3.68155,0.307532,-0.207087,8.09911,5.11506,0.61281
0.499426,-0.546097,-4.80844,-3.68155,0.336438,-0.207087,8.11798,5.12176,0.613221
0.543807,-0.546097,-4.82527,-3.68155,0.372846,-0.207087,8.13675,5.12798,0.613559
0.584572,-0.546097,-4.8523,-3.68155,0.389733,-0.207087,8.15535,5.13379,0.61387
0.614899,-0.546097,-4.88247,-3.68155,0.39794,-0.207087,8.17267,5.13904,0.614092
0.635606,-0.546097,-4.91761,-3.68155,0.404263,-0.207087,8.19009,5.14392,0.614304
0.638127,-0.546097,-4.95308,-3.68155,0.400963,-0.207087,8.20623,5.14823,0.614426
0.637581,-0.546097,-4.98861,-3.68155,0.38753,-0.207087,8.22186,5.15208,0.614499
0.613718,-0.546097,-5.01792,-3.68155,0.371995,-0.207087,8.23662,5.1555,0.614554
0.583617,-0.546097,-5.0577,-3.68155,0.368349,-0.207087,8.25071,5.1584,0.614532
0.528096,-0.546097,-5.088,-3.68155,0.359736,-0.207087,8.26368,5.16085,0.614482
0.278257,-0.546097,-4.99589,-3.37476,0.346347,-0.207087,8.26928,5.16239,0.614355
0.186541,-0.546097,-5.01135,-3.37476,0.497386,-0.207087,8.28008,5.16383,0.614203
0.136527,-0.546097,-5.02426,-3.37476,0.494096,-0.207087,8.29016,5.16478,0.614
0.0729768,-0.546097,-5.01908,-3.37476,0.489397,-0.207087,8.29859,5.16514,0.613708
0.0062859,-0.546097,-4.99898,-3.37476,0.49276,-0.207087,8.30629,5.16507,0.613401
-0.0324892,-0.546097,-4.95961,-3.37476,0.468538,-0.207087,8.31302,5.16449,0.613032
-0.0866041,-0.546097,-4.85825,-3.37476,0.45003,-0.207087,8.31749,5.1633,0.612596
-0.0892816,-0.546097,-4.77668,-3.37476,0.427638,-0.207087,8.32128,5.16165,0.612123
-0.078472,-0.546097,-4.68975,-3.37476,0.424446,-0.207087,8.32433,5.15946,0.611564
0.0896841,-0.546097,-4.72136,-3.68155,0.410356,-0.207087,8.33204,5.1573,0.611053
0.145389,-0.546097,-4.63086,-3.68155,0.257593,-0.207087,8.33267,5.15413,0.610423
0.19392,-0.546097,-4.57549,-3.68155,0.263162,-0.207087,8.33235,5.15045,0.609738
0.247636,-0.546097,-4.53348,-3.68155,0.264487,-0.207087,8.33174,5.1463,0.608986
0.305813,-0.546097,-4.50654,-3.68155,0.273947,-0.207087,8.33009,5.14166,0.6082
0.368791,-0.546097,-4.50739,-3.68155,0.300958,-0.207087,8.32811,5.13658,0.607375
0.419358,-0.546097,-4.52955,-3.68155,0.333245,-0.207087,8.32572,5.13104,0.606495
0.462092,-0.546097,-4.56911,-3.68155,0.360782,-0.207087,8.3231,5.12507,0.605564
0.367019,-0.546097,-4.50985,-3.37476,0.381993,-0.207087,8.31373,5.11804,0.604503
0.351969,-0.546097,-4.57302,-3.37476,0.529515,-0.207087,8.31004,5.11115,0.603488
0.347414,-0.546097,-4.63253,-3.37476,0.51758,-0.207087,8.30583,5.10378,0.602399
0.310965,-0.546097,-4.69115,-3.37476,0.495439,-0.207087,8.30057,5.09594,0.601277
0.117194,-0.546097,-4.62415,-3.06796,0.478269,-0.207087,8.28809,5.08695,0.599995
0.015187,-0.546097,-4.64902,-3.06796,0.587059,-0.207087,8.28062,5.07806,0.598742
-0.0538964,-0.546097,-4.65496,-3.06796,0.550251,-0.207087,8.27191,5.06862,0.597413
-0.123064,-0.546097,-4.64733,-3.06796,0.52902,-0.207087,8.26166,5.05864,0.596024
-0.188646,-0.546097,-4.63073,-3.06796,0.505399,-0.207087,8.2503,5.04816,0.594587
-0.249142,-0.546097,-4.59831,-3.06796,0.47553,-0.207087,8.2376,5.03715,0.593093
-0.154166,-0.546097,-4.65505,-3.37476,0.454266,-0.207087,8.22949,5.02625,0.591628
-0.154137,-0.546097,-4.60239,-3.37476,0.277023,-0.207087,8.21416,5.0142,0.590027
-0.167831,-0.546097,-4.54905,-3.37476,0.277588,-0.207087,8.19812,5.00167,0.588351
-0.160104,-0.546097,-4.48959,-3.37476,0.27949,-0.207087,8.18054,4.98863,0.586649
-0.0162601,-0.546097,-4.54155,-3.68155,0.273546,-0.207087,8.16786,4.97574,0.584976
0.0353094,-0.546097,-4.49639,-3.68155,0.145624,-0.207087,8.14841,4.96175,0.583179
0.0742938,-0.546097,-4.46593,-3.68155,0.170437,-0.207087,8.12799,4.94727,0.581323
0.114306,-0.546097,-4.44894,-3.68155,0.20847,-0.207087,8.10701,4.93236,0.579422
0.152718,-0.546097,-4.44271,-3.68155,0.226397,-0.207087,8.08525,4.91699,0.577465
0.196117,-0.546097,-4.44908,-3.68155,0.265581,-0.207087,8.06292,4.90119,0.575464
0.220526,-0.546097,-4.46688,-3.68155,0.297858,-0.207087,8.0402,4.88497,0.573413
0.2465,-0.546097,-4.50132,-3.68155,0.33337,-0.207087,8.01688,4.86833,0.571311
0.264538,-0.546097,-4.53482,-3.68155,0.345572,-0.207087,7.99279,4.85123,0.569156
0.272525,-0.546097,-4.57483,-3.68155,0.362422,-0.207087,7.96832,4.83374,0.56696
0.199063,-0.819146,-4.63871,-3.68155,0.358975,-0.207087,7.9429,4.81579,0.564708
0.192493,-0.819146,-4.67539,-3.68155,0.351447,-0.207087,7.91685,4.79744,0.562438
0.168305,-0.819146,-4.7153,-3.68155,0.345584,-0.207087,7.88995,4.77863,0.560096
0.141759,-0.819146,-4.74619,-3.68155,0.333513,-0.207087,7.86204,4.75938,0.557723
0.102737,-0.819146,-4.77568,-3.68155,0.334885,-0.207087,7.83315,4.73967,0.55529
0.0564601,-0.819146,-4.80473,-3.68155,0.324045,-0.207087,7.80336,4.71953,0.55281
-0.00178951,-0.819146,-4.83265,-3.68155,0.326817,-0.207087,7.77238,4.69888,0.550253
-0.0802784,-0.819146,-4.8551,-3.68155,0.327778,-0.207087,7.74032,4.67783,0.547692
-0.145061,-0.819146,-4.87022,-3.68155,0.336136,-0.207087,7.70712,4.6563,0.545063
-0.205107,-0.819146,-4.88205,-3.68155,0.341212,-0.207087,7.67322,4.63437,0.54239
-0.262266,-0.819146,-4.87933,-3.68155,0.343255,-0.207087,7.638,4.61199,0.539691
-0.311845,-0.819146,-4.87436,-3.68155,0.348634,-0.207087,7.60217,4.5892,0.536926
-0.355262,-0.819146,-4.8607,-3.68155,0.361048,-0.207087,7.56521,4.56594,0.534088
-0.397012,-0.819146,-4.82673,-3.68155,0.363466,-0.207087,7.52706,4.54228,0.531251
-0.424273,-0.819146,-4.80245,-3.68155,0.365541,-0.207087,7.48811,4.51819,0.52834
-0.433152,-0.819146,-4.7782,-3.68155,0.372628,-0.207087,7.4487,4.49375,0.525398
-0.441623,-0.819146,-4.74849,-3.68155,0.375155,-0.207087,7.40808,4.46887,0.522403
-0.447094,-0.819146,-4.70875,-3.68155,0.373242,-0.207087,7.36632,4.44356,0.519366
-0.442312,-0.819146,-4.68504,-3.68155,0.381266,-0.207087,7.32405,4.4179,0.516288
-0.337415,-0.819146,-4.7769,-3.98835,0.374355,-0.207087,7.28655,4.39254,0.51326
-0.315613,-0.819146,-4.75965,-3.98835,0.222434,-0.207087,7.2429,4.36617,0.510127
-0.318631,-0.819146,-4.74982,-3.98835,0.233179,-0.207087,7.1983,4.33937,0.506911
-0.320156,-0.819146,-4.74908,-3.98835,0.243099,-0.207087,7.15332,4.31228,0.503685
-0.317584,-0.819146,-4.74914,-3.98835,0.248086,-0.207087,7.10731,4.28481,0.500439
-0.322945,-0.819146,-4.76091,-3.98835,0.269854,-0.207087,7.06091,4.25701,0.497133
-0.324147,-0.819146,-4.7845,-3.98835,0.303854,-0.207087,7.01408,4.2289,0.493799
-0.326696,-0.819146,-4.81004,-3.98835,0.332958,-0.207087,6.96655,4.20046,0.490446
-0.336917,-0.819146,-4.836,-3.98835,0.345509,-0.207087,6.91848,4.17168,0.487031
-0.351557,-0.819146,-4.86093,-3.98835,0.361597,-0.207087,6.86965,4.14256,0.48358
-0.37249,-0.819146,-4.88475,-3.98835,0.361793,-0.207087,6.82024,4.11313,0.480096
-0.39495,-0.819146,-4.90652,-3.98835,0.356054,-0.207087,6.77007,4.08336,0.476572
-0.421643,-0.819146,-4.92526,-3.98835,0.35455,-0.207087,6.71919,4.05328,0.473018
-0.449963,-0.819146,-4.94131,-3.98835,0.344684,-0.207087,6.66758,4.02287,0.469425
-0.481024,-0.819146,-4.95273,-3.98835,0.335218,-0.207087,6.61519,3.99216,0.465824
-0.518695,-0.819146,-4.9585,-3.98835,0.337326,-0.207087,6.56188,3.9611,0.462166
-0.547533,-0.819146,-4.9672,-3.98835,0.329958,-0.207087,6.50803,3.92976,0.458478
-0.576785,-0.819146,-4.96998,-3.98835,0.333237,-0.207087,6.45323,3.8981,0.454759
-0.603391,-0.819146,-4.97436,-3.98835,0.329795,-0.207087,6.39791,3.86617,0.451012
-0.628402,-0.819146,-4.97572,-3.98835,0.337925,-0.207087,6.34179,3.83393,0.447232
-0.652338,-0.819146,-4.97255,-3.98835,0.336622,-0.207087,6.28493,3.80142,0.443435
-0.668553,-0.819146,-4.97455,-3.98835,0.33235,-0.207087,6.22754,3.76864,0.439597
-0.684682,-0.819146,-4.974,-3.98835,0.330584,-0.207087,6.16944,3.73561,0.435747
-0.698784,-0.819146,-4.97031,-3.98835,0.33727,-0.207087,6.11052,3.70226,0.431844
-0.708114,-0.819146,-4.972,-3.98835,0.328009,-0.207087,6.05116,3.66869,0.427921
-0.716779,-0.819146,-4.97707,-3.98835,0.318624,-0.207087,5.99142,3.63492,0.423992
-0.724985,-0.819146,-4.97821,-3.98835,0.317804,-0.207087,5.93076,3.60085,0.420015
-0.729816,-0.819146,-4.98257,-3.98835,0.320677,-0.207087,5.86969,3.56656,0.416015
-0.734766,-0.819146,-4.99094,-3.98835,0.318788,-0.207087,5.80818,3.53206,0.411989
-0.743135,-0.819146,-4.99447,-3.98835,0.31451,-0.207087,5.74594,3.49734,0.407957
-0.747574,-0.819146,-5.00396,-3.98835,0.320274,-0.207087,5.68338,3.46241,0.403888
-0.752103,-0.819146,-5.01167,-3.98835,0.31669,-0.207087,5.62023,3.42728,0.399812
-0.758233,-0.819146,-5.02146,-3.98835,0.308803,-0.207087,5.55665,3.39194,0.3957
-0.762973,-0.819146,-5.0321,-3.98835,0.304729,-0.207087,5.49263,3.35643,0.391584
-0.770312,-0.819146,-5.04226,-3.98835,0.309075,-0.207087,5.42807,3.32071,0.387427
-0.777601,-0.819146,-5.04977,-3.98835,0.304559,-0.207087,5.36297,3.28482,0.383269
-0.785152,-0.819146,-5.05923,-3.98835,0.304749,-0.207087,5.29754,3.24877,0.379089
-0.79286,-0.819146,-5.06859,-3.98835,0.301012,-0.207087,5.23162,3.21253,0.374881
-0.800047,-0.819146,-5.07521,-3.98835,0.295561,-0.207087,5.16519,3.17614,0.370665
-0.807494,-0.819146,-5.08419,-3.98835,0.29128,-0.207087,5.09847,3.1396,0.366433
-0.81754,-0.819146,-5.09007,-3.98835,0.284224,-0.207087,5.03122,3.10291,0.362185
-0.826261,-0.819146,-5.0987,-3.98835,0.279443,-0.207087,4.96367,3.06608,0.357909
-0.836551,-0.819146,-5.10716,-3.98835,0.284991,-0.207087,4.89573,3.02911,0.35362
-0.846244,-0.819146,-5.11532,-3.98835,0.282545,-0.207087,4.82744,2.99202,0.349317
-0.855013,-0.819146,-5.12044,-3.98835,0.285337,-0.207087,4.75872,2.95482,0.345014
-0.843279,-0.819146,-5.23875,-4.29515,0.296218,-0.207087,4.69322,2.91777,0.340719
-0.84272,-0.819146,-5.24048,-4.29515,0.146356,-0.207087,4.62376,2.88033,0.33638
-0.855933,-0.819146,-5.24394,-4.29515,0.156749,-0.207087,4.55399,2.84279,0.332028
-0.867723,-0.819146,-5.24963,-4.29515,0.155285,-0.207087,4.48403,2.80517,0.327671
-0.878401,-0.819146,-5.25367,-4.29515,0.158177,-0.207087,4.41369,2.76746,0.323302
-0.891094,-0.819146,-5.26227,-4.29515,0.17528,-0.207087,4.34321,2.7297,0.318936
-0.901565,-0.819146,-5.27151,-4.29515,0.19434,-0.207087,4.27234,2.69185,0.314553
-0.914303,-0.819146,-5.28413,-4.29515,0.216625,-0.207087,4.20143,2.65395,0.310164
-0.927435,-0.819146,-5.29555,-4.29515,0.239838,-0.207087,4.13029,2.61599,0.305769
-0.938244,-0.819146,-5.3082,-4.29515,0.253346,-0.207087,4.05906,2.57801,0.301377
-0.950653,-0.819146,-5.31631,-4.29515,0.25846,-0.207087,3.98749,2.53996,0.296973
-0.960752,-0.819146,-5.32621,-4.29515,0.259134,-0.207087,3.91586,2.5019,0.292572
-0.97271,-0.819146,-5.33493,-4.29515,0.260626,-0.207087,3.84402,2.4638,0.288162
-0.982307,-0.819146,-5.3434,-4.29515,0.252997,-0.207087,3.77202,2.42569,0.283753
-0.992287,-0.819146,-5.35172,-4.29515,0.252923,-0.207087,3.69988,2.38757,0.279344
-1.00185,-0.819146,-5.35714,-4.29515,0.24319,-0.207087,3.62754,2.34944,0.27494
-1.00976,-0.819146,-5.36283,-4.29515,0.241189,-0.207087,3.55507,2.31132,0.270532
-1.09696,-1.09219,-5.35644,-4.29515,0.240971,-0.207087,3.48251,2.27321,0.266132
-1.10503,-1.09219,-5.36182,-4.29515,0.246377,-0.207087,3.40984,2.23512,0.26173
-1.11248,-1.09219,-5.3669,-4.29515,0.242747,-0.207087,3.33711,2.19706,0.257333
-1.1203,-1.09219,-5.37189,-4.29515,0.248976,-0.207087,3.26432,2.15902,0.25294
-1.12852,-1.09219,-5.37667,-4.29515,0.241711,-0.207087,3.19149,2.12104,0.248555
-1.2203,-1.36524,-5.37261,-4.29515,0.248045,-0.207087,3.11863,2.08309,0.244174
-1.23596,-1.36524,-5.37762,-4.29515,0.244766,-0.207087,3.04575,2.04521,0.2398
-1.25468,-1.36524,-5.38238,-4.29515,0.247258,-0.207087,2.97287,2.00738,0.235437
-1.27508,-1.36524,-5.38419,-4.29515,0.245802,-0.207087,2.89993,1.96963,0.231079
-1.37355,-1.63829,-5.38684,-4.29515,0.239584,-0.207087,2.82709,1.93196,0.226733
-1.396,-1.63829,-5.39237,-4.29515,0.234963,-0.207087,2.75429,1.89436,0.222395
-1.42232,-1.63829,-5.39556,-4.29515,0.229843,-0.207087,2.68149,1.85686,0.21807
-1.52875,-1.91134,-5.40723,-4.29515,0.221752,-0.207087,2.60882,1.81946,0.213756
-1.5528,-1.91134,-5.4069,-4.29515,0.226102,-0.207087,2.53617,1.78217,0.209454
-1.58094,-1.91134,-5.41111,-4.29515,0.227183,-0.207087,2.46369,1.74498,0.205165
-1.61215,-1.91134,-5.41253,-4.29515,0.228045,-0.207087,2.39125,1.70792,0.200891
-1.64552,-1.91134,-5.41575,-4.29515,0.232378,-0.207087,2.31901,1.67098,0.196631
-1.68294,-1.91134,-5.41748,-4.29515,0.232763,-0.207087,2.24685,1.63418,0.192387
-1.71636,-1.91134,-5.42063,-4.29515,0.230386,-0.207087,2.17489,1.59751,0.188159
-1.7543,-1.91134,-5.41815,-4.29515,0.229321,-0.207087,2.10306,1.561,0.183949
-1.78444,-1.91134,-5.41388,-4.29515,0.224705,-0.207087,2.03141,1.52464,0.179758
-1.81362,-1.91134,-5.40689,-4.29515,0.231134,-0.207087,1.96001,1.48844,0.175584
-1.92026,-2.18439,-5.40999,-4.29515,0.225745,-0.207087,1.88877,1.45241,0.17143
-1.93777,-2.18439,-5.39335,-4.29515,0.223762,-0.207087,1.81776,1.41656,0.167299
-1.95331,-2.18439,-5.37293,-4.29515,0.226849,-0.207087,1.74699,1.38089,0.163187
-2.04561,-2.45744,-5.36974,-4.29515,0.223368,-0.207087,1.67648,1.34541,0.159096
-2.0533,-2.45744,-5.35255,-4.29515,0.22418,-0.207087,1.60628,1.31011,0.155029
-2.06333,-2.45744,-5.33688,-4.29515,0.231009,-0.207087,1.53631,1.27503,0.150989
-2.07638,-2.45744,-5.32752,-4.29515,0.231302,-0.207087,1.46668,1.24014,0.146968
-2.09283,-2.45744,-5.31892,-4.29515,0.228562,-0.207087,1.39733,1.20548,0.142976
-2.11195,-2.45744,-5.31977,-4.29515,0.222785,-0.207087,1.32836,1.17101,0.139002
-2.07486,-2.45744,-5.43376,-4.60194,0.225449,-0.207087,1.26075,1.13629,0.135
-2.15276,-2.73049,-5.4508,-4.60194,0.0728569,-0.207087,1.19242,1.10226,0.131082
-2.17893,-2.73049,-5.45086,-4.60194,0.0740639,-0.207087,1.12443,1.06847,0.12719
-2.20528,-2.73049,-5.44837,-4.60194,0.082641,-0.207087,1.05682,1.03492,0.123328
-2.22923,-2.73049,-5.44361,-4.60194,0.0871997,-0.207087,0.989592,1.00163,0.119494
-2.2534,-2.73049,-5.44335,-4.60194,0.112064,-0.207087,0.922779,0.968568,0.115684
-2.27626,-2.73049,-5.44957,-4.60194,0.144166,-0.207087,0.856401,0.935754,0.111907
-2.30301,-2.73049,-5.45972,-4.60194,0.170982,-0.207087,0.79044,0.903208,0.108162
-2.33406,-2.73049,-5.4667,-4.60194,0.194028,-0.207087,0.724929,0.870915,0.104446
-2.36552,-2.73049,-5.46962,-4.60194,0.206296,-0.207087,0.659857,0.8389,0.100765
-2.39964,-2.73049,-5.46557,-4.60194,0.215475,-0.207087,0.595212,0.807186,0.0971148
-2.43381,-2.73049,-5.45947,-4.60194,0.215874,-0.207087,0.531057,0.775745,0.0935021
-2.46745,-2.73049,-5.4474,-4.60194,0.210174,-0.207087,0.467358,0.744619,0.0899244
-2.58262,-3.00353,-5.44964,-4.60194,0.199068,-0.207087,0.404146,0.713791,0.0863794
-2.6205,-3.00353,-5.42098,-4.60194,0.191132,-0.207087,0.34141,0.683283,0.0828634
-2.64975,-3.00353,-5.39232,-4.60194,0.180094,-0.207087,0.279192,0.65309,0.0793854
-2.67015,-3.00353,-5.36332,-4.60194,0.17075,-0.207087,0.217484,0.623233,0.0759417
-2.69427,-3.00353,-5.34202,-4.60194,0.168784,-0.207087,0.156321,0.593672,0.0725292
-2.71856,-3.00353,-5.3296,-4.60194,0.17131,-0.207087,0.095703,0.564466,0.0691594
-2.74442,-3.00353,-5.32259,-4.60194,0.170656,-0.207087,0.0356541,0.535569,0.0658245
-2.76717,-3.00353,-5.31619,-4.60194,0.176342,-0.207087,-0.0238148,0.506985,0.0625275
-2.78805,-3.00353,-5.30529,-4.60194,0.171213,-0.207087,-0.0827221,0.478728,0.0592551
-2.80924,-3.00353,-5.29283,-4.60194,0.17272,-0.207087,-0.141022,0.450801,0.0560299
-2.82395,-3.00353,-5.27844,-4.60194,0.175515,-0.207087,-0.198702,0.423271,0.052866
-2.83616,-3.00353,-5.26482,-4.60194,0.180984,-0.207087,-0.255772,0.396094,0.0497403
-2.92326,-3.27658,-5.26207,-4.60194,0.183736,-0.207087,-0.312216,0.369282,0.0466594
-2.93347,-3.27658,-5.24405,-4.60194,0.186953,-0.207087,-0.368017,0.342842,0.0436273
-2.94401,-3.27658,-5.22619,-4.60194,0.189192,-0.207087,-0.423196,0.316755,0.0406218
-2.95201,-3.27658,-5.20891,-4.60194,0.1927,-0.207087,-0.47771,0.291053,0.0376692
-2.96113,-3.27658,-5.19251,-4.60194,0.19201,-0.207087,-0.53156,0.26573,0.0347603
-2.97013,-3.27658,-5.17991,-4.60194,0.192003,-0.207087,-0.584737,0.240789,0.0318957
-2.98598,-3.27658,-5.17047,-4.60194,0.194374,-0.207087,-0.637236,0.216231,0.0290722
-2.99644,-3.27658,-5.16136,-4.60194,0.189699,-0.207087,-0.68904,0.192068,0.0262972
-3.01071,-3.27658,-5.15219,-4.60194,0.190132,-0.207087,-0.740143,0.1683,0.0235679
-3.02309,-3.27658,-5.14272,-4.60194,0.189787,-0.207087,-0.790527,0.144938,0.020892
-3.03441,-3.27658,-5.13172,-4.60194,0.183688,-0.207087,-0.840203,0.12197,0.0182551
-3.0472,-3.27658,-5.11917,-4.60194,0.184582,-0.207087,-0.889157,0.0994046,0.015661
-3.05816,-3.27658,-5.10475,-4.60194,0.182612,-0.207087,-0.937371,0.077252,0.0131179
-3.06838,-3.27658,-5.08908,-4.60194,0.183689,-0.207087,-0.984846,0.0555077,0.0106184
-3.07943,-3.27658,-5.07124,-4.60194,0.181716,-0.207087,-1.03158,0.0341709,0.00815836
-3.08543,-3.27658,-5.05352,-4.60194,0.181179,-0.207087,-1.07754,0.0132655,0.00575873
-3.09134,-3.27658,-5.03755,-4.60194,0.184945,-0.207087,-1.12276,-0.00725894,0.00339905
-3.09582,-3.27658,-5.01845,-4.60194,0.184383,-0.207087,-1.16718,-0.0273176,0.00109685
-3.09733,-3.27658,-5.00222,-4.60194,0.182817,-0.207087,-1.21084,-0.0469904,-0.00116497
-3.10185,-3.27658,-4.98527,-4.60194,0.180683,-0.207087,-1.25373,-0.0662424,-0.00338626
-3.17336,-3.54963,-4.97533,-4.60194,0.183384,-0.207087,-1.29579,-0.0850098,-0.00554011
-3.17215,-3.54963,-4.95736,-4.60194,0.181827,-0.207087,-1.33707,-0.103385,-0.00765301
-3.17149,-3.54963,-4.94253,-4.60194,0.18376,-0.207087,-1.37757,-0.121357,-0.00971585
-3.16776,-3.54963,-4.9255,-4.60194,0.179324,-0.207087,-1.41723,-0.138855,-0.011728
-3.16427,-3.54963,-4.91183,-4.60194,0.182612,-0.207087,-1.4561,-0.155952,-0.0136943
-3.16575,-3.54963,-4.90018,-4.60194,0.181203,-0.207087,-1.49414,-0.172599,-0.015605
-3.16911,-3.54963,-4.89027,-4.60194,0.185055,-0.207087,-1.53135,-0.188806,-0.0174692
-3.16685,-3.54963,-4.88048,-4.60194,0.183263,-0.207087,-1.56773,-0.204561,-0.0192773
-3.17482,-3.54963,-4.87394,-4.60194,0.185542,-0.207087,-1.6033,-0.219913,-0.0210436
-3.17795,-3.54963,-4.86617,-4.60194,0.186043,-0.207087,-1.63803,-0.234824,-0.0227681
-3.18142,-3.54963,-4.85444,-4.60194,0.188701,-0.207087,-1.67186,-0.249215,-0.0244109
-3.18297,-3.54963,-4.84622,-4.60194,0.188376,-0.207087,-1.7049,-0.263249,-0.0260218
-3.18758,-3.54963,-4.8366,-4.60194,0.187569,-0.207087,-1.7371,-0.276838,-0.0275906
-3.19022,-3.54963,-4.82162,-4.60194,0.183971,-0.207087,-1.76839,-0.289922,-0.0290968
-3.18761,-3.54963,-4.80638,-4.60194,0.187845,-0.207087,-1.79882,-0.302543,-0.0305455
-3.121,-3.27658,-4.7807,-4.60194,0.190558,-0.207087,-1.82839,-0.31474,-0.0319363
-3.12078,-3.27658,-4.76635,-4.60194,0.187926,-0.207087,-1.8571,-0.326488,-0.0332848
-3.11802,-3.27658,-4.75214,-4.60194,0.187876,-0.207087,-1.88493,-0.337776,-0.0345804
-3.11909,-3.27658,-4.73401,-4.60194,0.18972,-0.207087,-1.91184,-0.348546,-0.035807
-3.1166,-3.27658,-4.71794,-4.60194,0.187148,-0.207087,-1.9379,-0.35891,-0.0369967
-3.1144,-3.27658,-4.6981,-4.60194,0.191583,-0.207087,-1.96308,-0.368812,-0.0381333
-3.10589,-3.27658,-4.67883,-4.60194,0.190139,-0.207087,-1.98741,-0.378304,-0.0392278
-3.09631,-3.27658,-4.6614,-4.60194,0.190473,-0.207087,-2.01089,-0.387386,-0.0402805
-3.0855,-3.27658,-4.63681,-4.60194,0.194354,-0.207087,-2.03334,-0.395842,-0.0412413
-3.07298,-3.27658,-4.62282,-4.60194,0.197177,-0.207087,-2.05507,-0.404047,-0.0421936
-3.05971,-3.27658,-4.60569,-4.60194,0.2015,-0.207087,-2.07581,-0.411682,-0.0430705
-3.04401,-3.27658,-4.59186,-4.60194,0.201776,-0.207087,-2.09569,-0.418903,-0.0439
-3.05999,-3.27658,-4.46632,-4.29515,0.200073,-0.207087,-2.11343,-0.424106,-0.0444919
-3.04967,-3.27658,-4.45576,-4.29515,0.351011,-0.207087,-2.1315,-0.430394,-0.0452144
-3.03189,-3.27658,-4.44107,-4.29515,0.343025,-0.207087,-2.14861,-0.43616,-0.0458667
-3.0133,-3.27658,-4.43173,-4.29515,0.329575,-0.207087,-2.1649,-0.441574,-0.0464892
-2.99715,-3.27658,-4.42089,-4.29515,0.323026,-0.207087,-2.1803,-0.446529,-0.047059
-2.97883,-3.27658,-4.40737,-4.29515,0.286092,-0.207087,-2.1948,-0.451037,-0.0475878
-2.9629,-3.27658,-4.38858,-4.29515,0.264969,-0.207087,-2.20833,-0.455012,-0.0480348
-2.95021,-3.27658,-4.36979,-4.29515,0.225527,-0.207087,-2.22103,-0.458616,-0.0484705
-2.86408,-3.00353,-4.35132,-4.29515,0.20254,-0.207087,-2.23276,-0.461695,-0.0488304
-2.8516,-3.00353,-4.33169,-4.29515,0.183509,-0.207087,-2.24362,-0.464341,-0.0491618
-2.83617,-3.00353,-4.31145,-4.29515,0.175693,-0.207087,-2.25352,-0.466471,-0.0494234
-2.81967,-3.00353,-4.2917,-4.29515,0.166773,-0.207087,-2.26251,-0.468147,-0.0496331
-2.80447,-3.00353,-4.26915,-4.29515,0.168575,-0.207087,-2.27056,-0.469319,-0.049785
-2.78618,-3.00353,-4.24816,-4.29515,0.168164,-0.207087,-2.27775,-0.470093,-0.0498915
-2.7639,-3.00353,-4.2291,-4.29515,0.169023,-0.207087,-2.28408,-0.470463,-0.0499467
-2.74045,-3.00353,-4.20548,-4.29515,0.17455,-0.207087,-2.28947,-0.470341,-0.0499508
-2.64523,-2.73049,-4.18721,-4.29515,0.171844,-0.207087,-2.29395,-0.469768,-0.0498978
-2.62048,-2.73049,-4.16812,-4.29515,0.174682,-0.207087,-2.29757,-0.468785,-0.0497819
-2.59563,-2.73049,-4.15121,-4.29515,0.177505,-0.207087,-2.30036,-0.467433,-0.04964
-2.56884,-2.73049,-4.13189,-4.29515,0.174773,-0.207087,-2.3022,-0.465584,-0.0494356
-2.54139,-2.73049,-4.11754,-4.29515,0.176533,-0.207087,-2.30325,-0.463411,-0.0491999
-2.53456,-2.73049,-3.98665,-3.98835,0.17352,-0.207087,-2.30204,-0.459049,-0.0487023
-2.51208,-2.73049,-3.97256,-3.98835,0.325254,-0.207087,-2.30133,-0.456008,-0.0483672
-2.48172,-2.73049,-3.9653,-3.98835,0.315554,-0.207087,-2.29987,-0.452705,-0.0480081
